UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel,Riesgo_Mareo
433,42,Male,Oculus Rift,51.0,4,1,Bajo Riesgo
434,60,Male,Oculus Rift,43.7,7,3,Alto Riesgo
435,34,Female,Oculus Rift,22.85,3,3,Bajo Riesgo
436,45,Other,Oculus Rift,33.12,7,4,Alto Riesgo
437,42,Other,Htc Vive,12.72,7,5,Alto Riesgo
438,39,Female,Playstation Vr,5.16,6,5,Alto Riesgo
439,38,Other,Htc Vive,36.96,9,1,Alto Riesgo
440,54,Female,Playstation Vr,14.25,7,1,Alto Riesgo
441,27,Other,Playstation Vr,39.43,1,3,Bajo Riesgo
442,48,Female,Playstation Vr,22.97,9,5,Alto Riesgo
443,20,Male,Htc Vive,23.92,9,5,Alto Riesgo
444,20,Male,Htc Vive,59.1,1,2,Bajo Riesgo
445,39,Female,Playstation Vr,58.33,1,5,Bajo Riesgo
446,50,Female,Htc Vive,26.44,1,5,Bajo Riesgo
447,25,Other,Playstation Vr,19.77,4,1,Bajo Riesgo
448,29,Other,Playstation Vr,12.05,3,5,Bajo Riesgo
449,28,Male,Oculus Rift,49.27,1,2,Bajo Riesgo
450,35,Other,Playstation Vr,52.25,7,2,Alto Riesgo
451,35,Male,Htc Vive,40.85,5,3,Bajo Riesgo
452,37,Male,Playstation Vr,7.14,10,4,Alto Riesgo
453,30,Male,Playstation Vr,15.69,4,4,Bajo Riesgo
454,52,Male,Oculus Rift,7.41,5,4,Bajo Riesgo
455,57,Male,Oculus Rift,9.4,10,4,Alto Riesgo
456,36,Female,Playstation Vr,31.49,10,3,Alto Riesgo
457,25,Other,Oculus Rift,52.39,7,2,Alto Riesgo
458,20,Other,Playstation Vr,30.17,9,5,Alto Riesgo
459,32,Female,Htc Vive,30.65,2,4,Bajo Riesgo
460,47,Female,Playstation Vr,38.72,3,4,Bajo Riesgo
461,24,Male,Oculus Rift,37.44,6,2,Alto Riesgo
462,57,Other,Htc Vive,23.19,5,1,Bajo Riesgo
463,41,Male,Htc Vive,23.4,9,5,Alto Riesgo
464,24,Male,Htc Vive,57.87,6,5,Alto Riesgo
465,59,Female,Htc Vive,10.55,6,1,Alto Riesgo
466,32,Female,Htc Vive,52.69,3,1,Bajo Riesgo
467,43,Other,Oculus Rift,13.72,6,1,Alto Riesgo
468,18,Other,Playstation Vr,10.71,8,3,Alto Riesgo
469,31,Other,Playstation Vr,49.03,5,2,Bajo Riesgo
470,41,Other,Htc Vive,16.71,2,2,Bajo Riesgo
471,59,Other,Htc Vive,32.2,7,3,Alto Riesgo
472,42,Female,Oculus Rift,42.66,6,4,Alto Riesgo
473,38,Male,Htc Vive,32.41,5,5,Bajo Riesgo
474,29,Male,Htc Vive,15.8,4,4,Bajo Riesgo
475,50,Female,Oculus Rift,56.3,10,5,Alto Riesgo
476,60,Other,Playstation Vr,25.72,7,1,Alto Riesgo
477,38,Female,Oculus Rift,17.47,6,2,Alto Riesgo
478,57,Female,Playstation Vr,55.71,6,1,Alto Riesgo
479,52,Other,Playstation Vr,17.54,1,3,Bajo Riesgo
480,43,Female,Htc Vive,53.39,7,1,Alto Riesgo
481,37,Female,Oculus Rift,40.2,7,3,Alto Riesgo
482,38,Other,Oculus Rift,53.53,1,4,Bajo Riesgo
483,48,Other,Htc Vive,27.03,10,2,Alto Riesgo
484,53,Female,Oculus Rift,27.32,2,2,Bajo Riesgo
485,19,Female,Oculus Rift,7.75,4,3,Bajo Riesgo
486,29,Male,Htc Vive,29.37,9,2,Alto Riesgo
487,57,Other,Oculus Rift,33.15,4,3,Bajo Riesgo
488,22,Female,Playstation Vr,36.94,8,2,Alto Riesgo
489,50,Other,Oculus Rift,11.85,4,2,Bajo Riesgo
490,33,Other,Htc Vive,6.19,10,1,Alto Riesgo
491,38,Other,Oculus Rift,53.18,4,1,Bajo Riesgo
492,52,Male,Oculus Rift,58.95,6,3,Alto Riesgo
493,58,Other,Htc Vive,19.46,8,5,Alto Riesgo
494,49,Other,Playstation Vr,9.83,10,3,Alto Riesgo
495,28,Female,Oculus Rift,5.85,10,3,Alto Riesgo
496,54,Other,Htc Vive,34.24,3,5,Bajo Riesgo
497,58,Male,Htc Vive,34.2,2,4,Bajo Riesgo
498,60,Male,Htc Vive,55.78,1,2,Bajo Riesgo
499,42,Other,Oculus Rift,38.8,1,2,Bajo Riesgo
500,18,Male,Playstation Vr,57.23,6,3,Alto Riesgo
501,50,Other,Htc Vive,49.84,9,1,Alto Riesgo
502,50,Male,Playstation Vr,18.31,3,4,Bajo Riesgo
503,42,Female,Oculus Rift,10.5,7,3,Alto Riesgo
504,38,Other,Playstation Vr,48.51,2,1,Bajo Riesgo
505,25,Female,Oculus Rift,42.49,3,1,Bajo Riesgo
506,38,Female,Htc Vive,43.61,6,5,Alto Riesgo
507,60,Female,Oculus Rift,36.69,6,1,Alto Riesgo
508,25,Female,Htc Vive,41.75,9,1,Alto Riesgo
509,27,Other,Playstation Vr,33.74,5,3,Bajo Riesgo
510,42,Male,Oculus Rift,16.05,9,3,Alto Riesgo
511,22,Male,Htc Vive,42.64,3,4,Bajo Riesgo
512,55,Female,Oculus Rift,57.71,9,2,Alto Riesgo
513,26,Male,Playstation Vr,44.66,5,1,Bajo Riesgo
514,32,Female,Oculus Rift,5.69,9,5,Alto Riesgo
515,60,Other,Oculus Rift,45.65,5,2,Bajo Riesgo
516,25,Female,Playstation Vr,45.6,1,1,Bajo Riesgo
517,34,Female,Playstation Vr,31.2,9,3,Alto Riesgo
518,52,Male,Htc Vive,28.05,2,5,Bajo Riesgo
519,44,Female,Htc Vive,11.9,1,4,Bajo Riesgo
520,32,Other,Playstation Vr,41.47,3,3,Bajo Riesgo
521,26,Other,Playstation Vr,23.97,9,1,Alto Riesgo
522,57,Male,Oculus Rift,10.5,4,1,Bajo Riesgo
523,37,Other,Playstation Vr,18.83,4,2,Bajo Riesgo
524,54,Female,Playstation Vr,50.75,7,5,Alto Riesgo
525,26,Male,Htc Vive,21.97,7,5,Alto Riesgo
526,33,Male,Htc Vive,35.45,8,2,Alto Riesgo
527,32,Female,Htc Vive,12.29,9,1,Alto Riesgo
528,44,Male,Htc Vive,36.56,10,1,Alto Riesgo
529,44,Female,Htc Vive,33.36,2,5,Bajo Riesgo
530,42,Other,Htc Vive,9.3,10,2,Alto Riesgo
531,29,Male,Playstation Vr,51.26,6,2,Alto Riesgo
532,30,Other,Htc Vive,30.49,9,3,Alto Riesgo
533,28,Male,Playstation Vr,12.68,2,1,Bajo Riesgo
534,49,Male,Htc Vive,24.61,10,3,Alto Riesgo
535,60,Other,Playstation Vr,22.42,8,1,Alto Riesgo
536,21,Male,Playstation Vr,8.5,10,1,Alto Riesgo
537,29,Male,Oculus Rift,34.98,6,4,Alto Riesgo
538,49,Male,Oculus Rift,27.81,7,5,Alto Riesgo
539,57,Female,Playstation Vr,18.74,3,1,Bajo Riesgo
540,43,Other,Oculus Rift,42.63,8,5,Alto Riesgo
541,28,Female,Playstation Vr,18.72,4,2,Bajo Riesgo
542,26,Male,Playstation Vr,34.75,8,5,Alto Riesgo
543,59,Male,Htc Vive,33.45,10,4,Alto Riesgo
544,58,Female,Playstation Vr,58.4,4,1,Bajo Riesgo
545,30,Female,Playstation Vr,53.37,2,4,Bajo Riesgo
546,53,Female,Htc Vive,47.66,5,5,Bajo Riesgo
547,28,Other,Playstation Vr,26.04,5,4,Bajo Riesgo
548,29,Other,Playstation Vr,44.8,6,4,Alto Riesgo
549,36,Other,Htc Vive,36.44,6,5,Alto Riesgo
550,58,Female,Htc Vive,37.89,10,1,Alto Riesgo
551,48,Other,Htc Vive,22.93,6,1,Alto Riesgo
552,19,Female,Htc Vive,34.69,3,3,Bajo Riesgo
553,23,Male,Oculus Rift,53.2,6,3,Alto Riesgo
554,44,Female,Playstation Vr,15.1,6,5,Alto Riesgo
555,48,Male,Htc Vive,38.49,9,3,Alto Riesgo
556,31,Male,Playstation Vr,36.83,3,5,Bajo Riesgo
557,31,Other,Playstation Vr,37.24,8,5,Alto Riesgo
558,55,Male,Playstation Vr,8.01,1,3,Bajo Riesgo
559,34,Male,Htc Vive,28.51,4,5,Bajo Riesgo
560,42,Female,Playstation Vr,30.58,8,1,Alto Riesgo
561,28,Male,Oculus Rift,16.04,8,4,Alto Riesgo
562,36,Female,Htc Vive,48.97,7,1,Alto Riesgo
563,48,Other,Htc Vive,16.97,5,5,Bajo Riesgo
564,40,Female,Playstation Vr,55.24,3,1,Bajo Riesgo
565,24,Female,Playstation Vr,21.69,10,4,Alto Riesgo
566,40,Female,Oculus Rift,46.59,3,2,Bajo Riesgo
567,25,Other,Playstation Vr,12.93,4,5,Bajo Riesgo
568,42,Female,Playstation Vr,34.56,6,1,Alto Riesgo
569,48,Other,Htc Vive,26.9,5,1,Bajo Riesgo
570,40,Male,Oculus Rift,17.15,6,3,Alto Riesgo
571,53,Female,Playstation Vr,46.75,8,4,Alto Riesgo
572,46,Female,Playstation Vr,39.1,6,1,Alto Riesgo
573,19,Other,Oculus Rift,17.48,8,2,Alto Riesgo
574,30,Male,Playstation Vr,44.1,4,2,Bajo Riesgo
575,51,Female,Oculus Rift,57.87,4,1,Bajo Riesgo
576,23,Other,Oculus Rift,16.5,3,3,Bajo Riesgo
577,55,Male,Playstation Vr,21.39,3,2,Bajo Riesgo
578,33,Male,Playstation Vr,10.22,2,5,Bajo Riesgo
579,55,Female,Oculus Rift,52.87,8,2,Alto Riesgo
580,30,Male,Oculus Rift,24.91,7,4,Alto Riesgo
581,51,Other,Htc Vive,54.02,10,1,Alto Riesgo
582,48,Male,Oculus Rift,55.94,8,4,Alto Riesgo
583,54,Male,Htc Vive,58.01,4,2,Bajo Riesgo
584,58,Female,Oculus Rift,54.28,1,2,Bajo Riesgo
585,39,Male,Playstation Vr,13.42,8,3,Alto Riesgo
586,41,Female,Htc Vive,6.96,1,2,Bajo Riesgo
587,39,Other,Playstation Vr,54.75,7,5,Alto Riesgo
588,46,Other,Htc Vive,34.13,6,3,Alto Riesgo
589,18,Female,Playstation Vr,25.16,1,3,Bajo Riesgo
590,27,Other,Oculus Rift,44.87,6,4,Alto Riesgo
591,36,Female,Htc Vive,24.39,5,4,Bajo Riesgo
592,19,Male,Playstation Vr,41.78,5,5,Bajo Riesgo
593,43,Male,Oculus Rift,35.19,6,1,Alto Riesgo
594,45,Other,Htc Vive,51.33,2,3,Bajo Riesgo
595,35,Female,Oculus Rift,42.61,7,3,Alto Riesgo
596,20,Other,Htc Vive,11.75,2,2,Bajo Riesgo
597,60,Female,Playstation Vr,41.39,2,3,Bajo Riesgo
598,57,Other,Htc Vive,48.86,8,4,Alto Riesgo
599,52,Male,Oculus Rift,33.35,8,2,Alto Riesgo
600,45,Female,Htc Vive,23.07,10,4,Alto Riesgo
601,41,Male,Oculus Rift,8.04,2,4,Bajo Riesgo
602,35,Male,Playstation Vr,48.72,3,4,Bajo Riesgo
603,32,Female,Htc Vive,46.05,2,3,Bajo Riesgo
604,33,Other,Oculus Rift,54.32,7,3,Alto Riesgo
605,34,Female,Playstation Vr,33.03,4,5,Bajo Riesgo
606,50,Other,Oculus Rift,26.55,1,3,Bajo Riesgo
607,49,Male,Htc Vive,48.54,2,5,Bajo Riesgo
608,33,Female,Htc Vive,10.26,6,2,Alto Riesgo
609,45,Female,Playstation Vr,42.48,1,3,Bajo Riesgo
610,36,Female,Htc Vive,41.74,5,3,Bajo Riesgo
611,59,Female,Htc Vive,32.56,6,2,Alto Riesgo
612,51,Other,Playstation Vr,10.62,5,5,Bajo Riesgo
613,40,Female,Htc Vive,37.04,10,5,Alto Riesgo
614,41,Male,Oculus Rift,51.55,2,5,Bajo Riesgo
615,32,Male,Htc Vive,42.41,1,2,Bajo Riesgo
616,47,Male,Htc Vive,57.73,3,3,Bajo Riesgo
617,18,Male,Oculus Rift,55.58,6,4,Alto Riesgo
618,32,Female,Playstation Vr,21.12,3,5,Bajo Riesgo
619,38,Female,Htc Vive,41.71,2,3,Bajo Riesgo
620,59,Female,Htc Vive,30.56,4,5,Bajo Riesgo
621,28,Female,Oculus Rift,36.23,5,4,Bajo Riesgo
622,46,Male,Oculus Rift,42.12,1,1,Bajo Riesgo
623,18,Male,Playstation Vr,58.33,7,3,Alto Riesgo
624,45,Other,Oculus Rift,52.31,5,2,Bajo Riesgo
625,30,Male,Oculus Rift,22.83,5,1,Bajo Riesgo
626,32,Female,Htc Vive,28.43,4,4,Bajo Riesgo
627,36,Other,Htc Vive,47.02,9,3,Alto Riesgo
628,28,Female,Playstation Vr,8.49,2,2,Bajo Riesgo
629,58,Female,Htc Vive,39.64,1,3,Bajo Riesgo
630,37,Male,Oculus Rift,34.19,7,4,Alto Riesgo
631,40,Female,Oculus Rift,56.38,4,5,Bajo Riesgo
632,29,Female,Htc Vive,27.63,6,3,Alto Riesgo
633,52,Other,Playstation Vr,16.46,1,1,Bajo Riesgo
634,52,Female,Oculus Rift,57.32,6,3,Alto Riesgo
635,23,Female,Htc Vive,39.21,7,5,Alto Riesgo
636,29,Female,Oculus Rift,25.12,2,5,Bajo Riesgo
637,34,Other,Oculus Rift,38.57,10,1,Alto Riesgo
638,56,Male,Oculus Rift,51.55,2,4,Bajo Riesgo
639,58,Other,Playstation Vr,43.48,3,2,Bajo Riesgo
640,31,Female,Playstation Vr,28.11,7,5,Alto Riesgo
641,40,Other,Htc Vive,59.86,8,5,Alto Riesgo
642,19,Male,Playstation Vr,5.22,7,5,Alto Riesgo
643,35,Male,Oculus Rift,16.05,10,4,Alto Riesgo
644,51,Female,Oculus Rift,42.9,2,4,Bajo Riesgo
645,21,Male,Oculus Rift,9.14,10,5,Alto Riesgo
646,44,Other,Oculus Rift,19.7,3,4,Bajo Riesgo
647,54,Other,Oculus Rift,44.89,1,5,Bajo Riesgo
648,27,Other,Oculus Rift,38.04,2,5,Bajo Riesgo
649,52,Female,Htc Vive,35.61,1,4,Bajo Riesgo
650,27,Female,Oculus Rift,55.93,2,2,Bajo Riesgo
651,42,Other,Playstation Vr,37.03,10,2,Alto Riesgo
652,31,Male,Oculus Rift,6.48,7,5,Alto Riesgo
653,53,Male,Playstation Vr,21.22,3,2,Bajo Riesgo
654,24,Male,Oculus Rift,24.67,5,3,Bajo Riesgo
655,50,Male,Oculus Rift,50.27,9,1,Alto Riesgo
656,53,Male,Oculus Rift,49.1,3,4,Bajo Riesgo
657,27,Other,Playstation Vr,45.01,10,1,Alto Riesgo
658,48,Other,Oculus Rift,10.55,3,3,Bajo Riesgo
659,53,Other,Htc Vive,17.75,1,5,Bajo Riesgo
660,48,Other,Htc Vive,44.42,4,2,Bajo Riesgo
661,46,Female,Htc Vive,53.64,7,3,Alto Riesgo
662,22,Other,Playstation Vr,30.34,1,5,Bajo Riesgo
663,26,Male,Htc Vive,25.24,2,2,Bajo Riesgo
664,32,Female,Htc Vive,18.03,5,3,Bajo Riesgo
665,58,Female,Htc Vive,37.38,6,4,Alto Riesgo
666,37,Male,Oculus Rift,55.37,6,3,Alto Riesgo
667,29,Other,Oculus Rift,31.98,3,2,Bajo Riesgo
668,44,Male,Playstation Vr,19.82,8,5,Alto Riesgo
669,55,Male,Htc Vive,23.07,3,5,Bajo Riesgo
670,25,Female,Htc Vive,6.08,7,5,Alto Riesgo
671,50,Other,Playstation Vr,11.24,2,1,Bajo Riesgo
672,24,Female,Htc Vive,12.65,6,3,Alto Riesgo
673,58,Female,Oculus Rift,13.4,1,1,Bajo Riesgo
674,25,Male,Playstation Vr,23.72,7,3,Alto Riesgo
675,58,Male,Oculus Rift,26.95,2,3,Bajo Riesgo
676,29,Female,Htc Vive,59.72,1,4,Bajo Riesgo
677,41,Female,Oculus Rift,45.41,2,3,Bajo Riesgo
678,30,Male,Playstation Vr,15.01,1,2,Bajo Riesgo
679,32,Male,Playstation Vr,25.47,2,2,Bajo Riesgo
680,49,Other,Htc Vive,46.87,7,4,Alto Riesgo
681,39,Male,Oculus Rift,11.9,2,2,Bajo Riesgo
682,27,Other,Oculus Rift,47.66,3,4,Bajo Riesgo
683,28,Male,Oculus Rift,26.63,7,2,Alto Riesgo
684,33,Other,Playstation Vr,46.82,10,5,Alto Riesgo
685,37,Female,Playstation Vr,18.15,4,3,Bajo Riesgo
686,37,Female,Htc Vive,31.54,1,4,Bajo Riesgo
687,23,Female,Htc Vive,45.93,10,1,Alto Riesgo
688,54,Female,Oculus Rift,9.02,9,2,Alto Riesgo
689,23,Female,Htc Vive,5.04,5,4,Bajo Riesgo
690,45,Male,Htc Vive,14.49,8,4,Alto Riesgo
691,54,Other,Playstation Vr,21.87,5,5,Bajo Riesgo
692,46,Female,Htc Vive,36.48,5,1,Bajo Riesgo
693,30,Male,Htc Vive,6.78,4,5,Bajo Riesgo
694,49,Male,Oculus Rift,36.21,3,5,Bajo Riesgo
695,50,Male,Htc Vive,13.06,9,2,Alto Riesgo
696,47,Female,Htc Vive,27.91,10,2,Alto Riesgo
697,57,Female,Htc Vive,15.85,4,3,Bajo Riesgo
698,37,Male,Htc Vive,25.19,5,3,Bajo Riesgo
699,23,Male,Oculus Rift,56.43,8,3,Alto Riesgo
700,50,Male,Oculus Rift,34.9,6,4,Alto Riesgo
701,43,Female,Htc Vive,6.41,7,4,Alto Riesgo
702,45,Other,Playstation Vr,11.71,5,1,Bajo Riesgo
703,49,Male,Htc Vive,16.8,8,4,Alto Riesgo
704,45,Male,Oculus Rift,24.62,1,2,Bajo Riesgo
705,21,Male,Playstation Vr,16.32,10,1,Alto Riesgo
706,50,Other,Playstation Vr,35.13,9,4,Alto Riesgo
707,38,Male,Oculus Rift,36.36,6,3,Alto Riesgo
708,55,Other,Playstation Vr,38.9,9,4,Alto Riesgo
709,54,Female,Oculus Rift,29.17,7,1,Alto Riesgo
710,51,Female,Oculus Rift,26.37,2,5,Bajo Riesgo
711,49,Female,Htc Vive,45.2,4,4,Bajo Riesgo
712,38,Female,Playstation Vr,39.38,6,1,Alto Riesgo
713,40,Male,Oculus Rift,11.59,6,4,Alto Riesgo
714,44,Female,Playstation Vr,5.74,3,1,Bajo Riesgo
715,24,Male,Htc Vive,54.21,2,4,Bajo Riesgo
716,59,Female,Htc Vive,12.75,3,1,Bajo Riesgo
717,25,Other,Oculus Rift,53.03,7,5,Alto Riesgo
718,18,Female,Playstation Vr,26.34,10,4,Alto Riesgo
719,29,Male,Oculus Rift,5.1,7,1,Alto Riesgo
720,60,Female,Htc Vive,38.59,2,2,Bajo Riesgo
721,29,Female,Oculus Rift,29.44,9,3,Alto Riesgo
722,49,Male,Oculus Rift,52.81,2,1,Bajo Riesgo
723,35,Male,Htc Vive,50.31,3,1,Bajo Riesgo
724,39,Male,Htc Vive,23.54,6,1,Alto Riesgo
725,53,Other,Playstation Vr,38.19,6,5,Alto Riesgo
726,19,Female,Htc Vive,20.27,3,3,Bajo Riesgo
727,32,Male,Oculus Rift,30.95,7,4,Alto Riesgo
728,38,Female,Oculus Rift,11.49,2,2,Bajo Riesgo
729,28,Other,Oculus Rift,9.24,1,1,Bajo Riesgo
730,50,Other,Htc Vive,34.67,9,2,Alto Riesgo
731,49,Male,Htc Vive,30.72,3,3,Bajo Riesgo
732,53,Male,Oculus Rift,22.72,5,1,Bajo Riesgo
733,52,Other,Playstation Vr,47.88,9,3,Alto Riesgo
734,33,Other,Htc Vive,31.26,2,5,Bajo Riesgo
735,48,Other,Oculus Rift,14.76,7,3,Alto Riesgo
736,42,Female,Playstation Vr,38.41,3,5,Bajo Riesgo
737,45,Male,Oculus Rift,54.82,8,1,Alto Riesgo
738,31,Other,Oculus Rift,16.72,1,1,Bajo Riesgo
739,24,Other,Htc Vive,46.43,3,4,Bajo Riesgo
740,47,Male,Playstation Vr,31.1,5,4,Bajo Riesgo
741,58,Male,Playstation Vr,16.05,10,5,Alto Riesgo
742,28,Other,Oculus Rift,28.9,2,3,Bajo Riesgo
743,55,Male,Playstation Vr,14.94,10,2,Alto Riesgo
744,58,Female,Playstation Vr,25.48,3,4,Bajo Riesgo
745,23,Female,Oculus Rift,56.47,3,3,Bajo Riesgo
746,59,Other,Oculus Rift,50.28,2,1,Bajo Riesgo
747,36,Female,Htc Vive,31.67,2,3,Bajo Riesgo
748,48,Other,Playstation Vr,43.75,3,1,Bajo Riesgo
749,60,Male,Htc Vive,25.55,8,4,Alto Riesgo
750,43,Other,Htc Vive,10.65,1,1,Bajo Riesgo
751,44,Other,Playstation Vr,48.7,9,3,Alto Riesgo
752,31,Male,Playstation Vr,44.91,5,1,Bajo Riesgo
753,37,Male,Htc Vive,34.62,9,5,Alto Riesgo
754,23,Other,Htc Vive,33.64,2,5,Bajo Riesgo
755,59,Other,Oculus Rift,15.54,2,4,Bajo Riesgo
756,55,Male,Oculus Rift,47.63,1,4,Bajo Riesgo
757,51,Other,Oculus Rift,51.59,1,5,Bajo Riesgo
758,19,Other,Playstation Vr,34.32,9,4,Alto Riesgo
759,39,Other,Htc Vive,54.46,8,1,Alto Riesgo
760,32,Female,Htc Vive,54.69,7,3,Alto Riesgo
761,47,Male,Oculus Rift,25.81,8,2,Alto Riesgo
762,53,Other,Playstation Vr,8.95,1,1,Bajo Riesgo
763,59,Male,Oculus Rift,11.96,7,4,Alto Riesgo
764,36,Female,Htc Vive,18.25,7,4,Alto Riesgo
765,28,Male,Htc Vive,26.86,10,1,Alto Riesgo
766,52,Male,Htc Vive,54.65,10,5,Alto Riesgo
767,42,Female,Oculus Rift,13.8,10,2,Alto Riesgo
768,50,Male,Oculus Rift,55.81,8,2,Alto Riesgo
769,23,Male,Htc Vive,35.16,1,4,Bajo Riesgo
770,50,Other,Oculus Rift,47.91,9,4,Alto Riesgo
771,33,Other,Oculus Rift,16.76,1,2,Bajo Riesgo
772,29,Male,Playstation Vr,54.05,4,4,Bajo Riesgo
773,46,Male,Htc Vive,37.22,1,2,Bajo Riesgo
774,31,Female,Htc Vive,54.22,6,3,Alto Riesgo
775,33,Female,Htc Vive,5.87,2,1,Bajo Riesgo
776,23,Male,Oculus Rift,10.17,3,1,Bajo Riesgo
777,38,Male,Htc Vive,27.78,5,4,Bajo Riesgo
778,60,Other,Htc Vive,54.03,2,4,Bajo Riesgo
779,30,Female,Playstation Vr,28.99,7,1,Alto Riesgo
780,47,Other,Playstation Vr,30.84,7,4,Alto Riesgo
781,49,Other,Playstation Vr,38.74,6,5,Alto Riesgo
782,42,Other,Oculus Rift,14.82,9,4,Alto Riesgo
783,57,Female,Oculus Rift,32.48,1,5,Bajo Riesgo
784,23,Male,Htc Vive,43.87,7,5,Alto Riesgo
785,46,Other,Playstation Vr,26.7,4,2,Bajo Riesgo
786,26,Female,Playstation Vr,16.27,2,5,Bajo Riesgo
787,38,Male,Playstation Vr,55.87,9,4,Alto Riesgo
788,53,Male,Htc Vive,42.26,2,5,Bajo Riesgo
789,39,Male,Htc Vive,42.07,2,2,Bajo Riesgo
790,47,Female,Oculus Rift,42.11,5,4,Bajo Riesgo
791,32,Male,Htc Vive,57.2,5,4,Bajo Riesgo
792,19,Other,Htc Vive,52.62,6,5,Alto Riesgo
793,52,Male,Playstation Vr,28.82,5,4,Bajo Riesgo
794,22,Male,Oculus Rift,12.01,10,4,Alto Riesgo
795,47,Male,Oculus Rift,9.59,8,4,Alto Riesgo
796,49,Other,Oculus Rift,27.63,1,1,Bajo Riesgo
797,54,Male,Oculus Rift,41.58,5,3,Bajo Riesgo
798,33,Female,Oculus Rift,11.35,1,2,Bajo Riesgo
799,48,Other,Playstation Vr,14.96,4,3,Bajo Riesgo
800,37,Male,Playstation Vr,31.08,1,5,Bajo Riesgo
801,54,Female,Playstation Vr,38.38,6,2,Alto Riesgo
802,60,Other,Playstation Vr,10.06,8,1,Alto Riesgo
803,28,Male,Oculus Rift,44.77,8,4,Alto Riesgo
804,51,Other,Playstation Vr,44.95,4,4,Bajo Riesgo
805,53,Female,Oculus Rift,15.81,7,5,Alto Riesgo
806,30,Male,Oculus Rift,29.12,10,1,Alto Riesgo
807,49,Other,Htc Vive,37.01,10,2,Alto Riesgo
808,38,Other,Htc Vive,45.92,2,3,Bajo Riesgo
809,45,Other,Oculus Rift,59.77,7,3,Alto Riesgo
810,53,Male,Htc Vive,18.24,6,4,Alto Riesgo
811,28,Male,Htc Vive,41.21,1,3,Bajo Riesgo
812,37,Other,Playstation Vr,32.28,8,2,Alto Riesgo
813,23,Other,Playstation Vr,5.89,8,2,Alto Riesgo
814,53,Other,Htc Vive,15.14,9,2,Alto Riesgo
815,28,Male,Oculus Rift,51.1,7,5,Alto Riesgo
816,28,Other,Htc Vive,6.26,2,3,Bajo Riesgo
817,31,Male,Playstation Vr,6.37,7,2,Alto Riesgo
818,43,Male,Htc Vive,31.35,3,3,Bajo Riesgo
819,46,Female,Oculus Rift,39.76,6,5,Alto Riesgo
820,49,Other,Htc Vive,43.38,3,5,Bajo Riesgo
821,20,Female,Playstation Vr,13.88,10,2,Alto Riesgo
822,24,Male,Htc Vive,57.18,2,1,Bajo Riesgo
823,35,Other,Playstation Vr,41.84,9,2,Alto Riesgo
824,55,Male,Oculus Rift,12.46,7,1,Alto Riesgo
825,32,Female,Htc Vive,53.15,4,5,Bajo Riesgo
826,26,Other,Playstation Vr,21.58,3,1,Bajo Riesgo
827,52,Male,Htc Vive,33.76,8,5,Alto Riesgo
828,40,Female,Playstation Vr,58.61,7,5,Alto Riesgo
829,26,Male,Oculus Rift,9.84,4,1,Bajo Riesgo
830,22,Other,Htc Vive,19.64,8,5,Alto Riesgo
831,28,Male,Playstation Vr,11.1,2,1,Bajo Riesgo
832,53,Male,Htc Vive,42.71,6,1,Alto Riesgo
833,55,Male,Htc Vive,56.17,7,4,Alto Riesgo
834,39,Female,Playstation Vr,9.93,5,1,Bajo Riesgo
835,43,Male,Playstation Vr,12.67,8,2,Alto Riesgo
836,54,Female,Playstation Vr,33.11,6,5,Alto Riesgo
837,29,Other,Playstation Vr,7.66,6,5,Alto Riesgo
838,24,Male,Htc Vive,42.1,2,4,Bajo Riesgo
839,40,Female,Playstation Vr,30.13,8,2,Alto Riesgo
840,35,Female,Playstation Vr,30.93,5,4,Bajo Riesgo
841,40,Female,Playstation Vr,51.51,6,2,Alto Riesgo
842,38,Female,Playstation Vr,19.46,6,1,Alto Riesgo
843,33,Female,Playstation Vr,27.58,4,5,Bajo Riesgo
844,26,Female,Playstation Vr,58.05,5,2,Bajo Riesgo
845,33,Female,Oculus Rift,37.79,10,4,Alto Riesgo
846,22,Male,Playstation Vr,6.77,6,3,Alto Riesgo
847,48,Male,Htc Vive,23.1,7,4,Alto Riesgo
848,45,Female,Oculus Rift,8.51,5,5,Bajo Riesgo
849,25,Female,Htc Vive,49.48,2,4,Bajo Riesgo
850,59,Other,Oculus Rift,46.16,9,1,Alto Riesgo
851,55,Male,Oculus Rift,9.86,6,1,Alto Riesgo
852,21,Other,Playstation Vr,50.34,9,4,Alto Riesgo
853,49,Female,Oculus Rift,29.96,7,2,Alto Riesgo
854,54,Other,Oculus Rift,54.65,5,5,Bajo Riesgo
855,37,Female,Playstation Vr,12.16,3,4,Bajo Riesgo
856,30,Female,Playstation Vr,50.35,5,3,Bajo Riesgo
857,26,Male,Htc Vive,8.61,7,1,Alto Riesgo
858,21,Female,Playstation Vr,41.16,10,5,Alto Riesgo
859,38,Male,Oculus Rift,28.64,10,3,Alto Riesgo
860,27,Female,Playstation Vr,6.65,1,4,Bajo Riesgo
861,19,Other,Playstation Vr,36.08,5,2,Bajo Riesgo
862,57,Other,Oculus Rift,6.13,5,3,Bajo Riesgo
863,30,Male,Oculus Rift,35.86,3,1,Bajo Riesgo
864,37,Male,Htc Vive,9.29,3,4,Bajo Riesgo
865,26,Other,Htc Vive,47.59,9,5,Alto Riesgo
